ID,answer
BC_C_J_20230315,0.0
BC_C_J_20230316,0.0
BC_C_J_20230317,0.0
BC_C_J_20230318,0.0
BC_C_J_20230319,0.0
BC_C_J_20230320,0.0
BC_C_J_20230321,0.0
BC_C_J_20230322,0.0
BC_C_J_20230323,0.0
BC_C_J_20230324,0.0
BC_C_J_20230325,0.0
BC_C_J_20230326,0.0
BC_C_J_20230327,0.0
BC_C_J_20230328,0.0
BC_C_J_20230329,0.0
BC_C_J_20230330,0.0
BC_C_J_20230331,0.0
BC_C_S_20230304,0.0
BC_C_S_20230305,0.0
BC_C_S_20230306,0.0
BC_C_S_20230307,0.0
BC_C_S_20230308,0.0
BC_C_S_20230309,0.0
BC_C_S_20230310,0.0
BC_C_S_20230311,0.0
BC_C_S_20230312,0.0
BC_C_S_20230313,0.0
BC_C_S_20230314,0.0
BC_C_S_20230315,0.0
BC_C_S_20230316,0.0
BC_C_S_20230317,0.0
BC_C_S_20230318,0.0
BC_C_S_20230319,0.0
BC_C_S_20230320,0.0
BC_C_S_20230321,0.0
BC_C_S_20230322,0.0
BC_C_S_20230323,0.0
BC_C_S_20230324,0.0
BC_C_S_20230325,0.0
BC_C_S_20230326,0.0
BC_C_S_20230327,0.0
BC_C_S_20230328,0.0
BC_C_S_20230329,0.0
BC_C_S_20230330,0.0
BC_C_S_20230331,0.0
BC_D_J_20230304,0.0
BC_D_J_20230305,0.0
BC_D_J_20230306,0.0
BC_D_J_20230307,0.0
BC_D_J_20230308,0.0
BC_D_J_20230309,0.0
BC_D_J_20230310,0.0
BC_D_J_20230311,0.0
BC_D_J_20230312,0.0
BC_D_J_20230313,0.0
BC_D_J_20230314,0.0
BC_D_J_20230315,0.0
BC_D_J_20230316,0.0
BC_D_J_20230317,0.0
BC_D_J_20230318,0.0
BC_D_J_20230319,0.0
BC_D_J_20230320,0.0
BC_D_J_20230321,0.0
BC_D_J_20230322,0.0
BC_D_J_20230323,0.0
BC_D_J_20230324,0.0
BC_D_J_20230325,0.0
BC_D_J_20230326,0.0
BC_D_J_20230327,0.0
BC_D_J_20230328,0.0
BC_D_J_20230329,0.0
BC_D_J_20230330,0.0
BC_D_J_20230331,0.0
BC_E_J_20230304,0.0
BC_E_J_20230305,0.0
BC_E_J_20230306,0.0
BC_E_J_20230307,0.0
BC_E_J_20230308,0.0
BC_E_J_20230309,0.0
BC_E_J_20230310,0.0
BC_E_J_20230311,0.0
BC_E_J_20230312,0.0
BC_E_J_20230313,0.0
BC_E_J_20230314,0.0
BC_E_J_20230315,0.0
BC_E_J_20230316,0.0
BC_E_J_20230317,0.0
BC_E_J_20230318,0.0
BC_E_J_20230319,0.0
BC_E_J_20230320,0.0
BC_E_J_20230321,0.0
BC_E_J_20230322,0.0
BC_E_J_20230323,0.0
BC_E_J_20230324,0.0
BC_E_J_20230325,0.0
BC_E_J_20230326,0.0
BC_E_J_20230327,0.0
BC_E_J_20230328,0.0
BC_E_J_20230329,0.0
BC_E_J_20230330,0.0
BC_E_J_20230331,0.0
BC_E_S_20230304,0.0
BC_E_S_20230305,0.0
BC_E_S_20230306,0.0
BC_E_S_20230307,0.0
BC_E_S_20230308,0.0
BC_E_S_20230309,0.0
BC_E_S_20230310,0.0
BC_E_S_20230311,0.0
BC_E_S_20230312,0.0
BC_E_S_20230313,0.0
BC_E_S_20230314,0.0
BC_E_S_20230315,0.0
BC_E_S_20230316,0.0
BC_E_S_20230317,0.0
BC_E_S_20230318,49.17
BC_E_S_20230319,3.75
BC_E_S_20230320,3.75
BC_E_S_20230321,11.25
BC_E_S_20230322,60.0
BC_E_S_20230323,189.34
BC_E_S_20230324,171.95
BC_E_S_20230325,127.66
BC_E_S_20230326,82.58
BC_E_S_20230327,628.23
BC_E_S_20230328,2331.36
BC_E_S_20230329,1810.27
BC_E_S_20230330,2343.68
BC_E_S_20230331,2086.15
CB_F_J_20230304,0.0
CB_F_J_20230305,0.0
CB_F_J_20230306,20.76
CB_F_J_20230307,0.0
CB_F_J_20230308,0.0
CB_F_J_20230309,0.0
CB_F_J_20230310,0.0
CB_F_J_20230311,0.0
CB_F_J_20230312,0.0
CB_F_J_20230313,0.0
CB_F_J_20230314,0.0
CB_F_J_20230315,0.0
CB_F_J_20230316,0.0
CB_F_J_20230317,0.0
CB_F_J_20230318,0.0
CB_F_J_20230319,0.0
CB_F_J_20230320,6.13
CB_F_J_20230321,19.52
CB_F_J_20230322,14.64
CB_F_J_20230323,82.57
CB_F_J_20230324,159.97
CB_F_J_20230325,160.64
CB_F_J_20230326,142.06
CB_F_J_20230327,97.03
CB_F_J_20230328,251.33
CB_F_J_20230329,237.67
CB_F_J_20230330,210.49
CB_F_J_20230331,248.0
RD_F_J_20230304,463.84
RD_F_J_20230305,77.11
RD_F_J_20230306,606.54
RD_F_J_20230307,559.55
RD_F_J_20230308,551.4
RD_F_J_20230309,570.51
RD_F_J_20230310,540.12
RD_F_J_20230311,407.59
RD_F_J_20230312,28.83
RD_F_J_20230313,520.07
RD_F_J_20230314,430.24
RD_F_J_20230315,449.36
RD_F_J_20230316,518.02
RD_F_J_20230317,513.05
RD_F_J_20230318,447.42
RD_F_J_20230319,35.43
RD_F_J_20230320,506.48
RD_F_J_20230321,521.7
RD_F_J_20230322,518.79
RD_F_J_20230323,576.74
RD_F_J_20230324,570.04
RD_F_J_20230325,487.42
RD_F_J_20230326,144.33
RD_F_J_20230327,565.17
RD_F_J_20230328,542.13
RD_F_J_20230329,502.61
RD_F_J_20230330,581.42
RD_F_J_20230331,546.76
